tower_id,hour,weather,avg_users,avg_download_speed,avg_upload_speed,avg_latency,congestion_rate,record_count
1,21,Snow,668.0,56.14,14.17,80.01,0.0,1
1,22,Clear,581.57,49.29,27.14,98.39,4.35,23
1,22,Rain,511.5,55.98,25.99,114.71,25.0,4
1,22,Snow,801.5,39.54,25.34,86.3,0.0,2
1,22,Storm,61.0,5.13,15.69,132.83,0.0,1
1,23,Clear,412.67,54.43,24.56,112.95,4.17,24
1,23,Rain,434.33,72.23,30.8,141.15,0.0,6
2,0,Clear,575.71,47.2,27.53,103.78,8.33,24
2,0,Rain,607.33,28.9,36.4,176.29,33.33,3
2,0,Snow,718.67,80.66,24.2,136.38,33.33,3
2,0,Storm,488.0,95.18,44.1,182.34,0.0,1
2,1,Clear,513.3,47.64,25.19,97.25,13.04,23
2,1,Rain,600.25,36.68,20.15,131.05,25.0,4
2,1,Snow,333.0,33.0,24.28,111.03,0.0,2
2,1,Storm,433.0,77.36,25.85,131.2,0.0,1
2,2,Clear,533.63,57.06,27.17,113.27,5.26,19
2,2,Rain,489.14,54.11,17.24,121.47,0.0,7
2,2,Snow,707.67,31.85,30.39,105.65,0.0,3
2,2,Storm,626.0,6.82,22.17,16.27,0.0,1
2,3,Clear,544.94,45.52,23.47,89.65,5.88,17
2,3,Rain,647.33,55.69,22.21,102.38,16.67,6
2,3,Snow,564.75,72.38,38.24,87.62,25.0,4
2,3,Storm,446.0,61.71,24.49,97.42,0.0,3
2,4,Clear,504.53,42.34,24.93,116.19,5.26,19
2,4,Rain,665.0,52.4,15.45,125.55,0.0,7
2,4,Snow,525.5,19.88,29.09,103.11,0.0,2
2,4,Storm,252.0,46.12,26.83,72.0,0.0,2
2,5,Clear,647.1,54.62,28.5,101.68,15.0,20
2,5,Rain,517.0,29.44,24.88,127.52,33.33,6
2,5,Snow,558.33,56.29,34.28,76.86,0.0,3
2,5,Storm,635.0,52.73,1.7,162.57,0.0,1
2,6,Clear,641.94,46.39,19.06,102.67,16.67,18
2,6,Rain,662.0,60.73,25.13,110.83,14.29,7
2,6,Snow,390.33,44.13,23.36,94.72,0.0,3
2,6,Storm,710.5,64.01,19.31,58.83,0.0,2
2,7,Clear,560.14,39.6,24.17,100.24,4.55,22
2,7,Rain,814.0,67.86,29.2,97.05,0.0,3
2,7,Snow,317.0,50.75,13.9,97.48,0.0,2
2,7,Storm,390.33,30.0,21.47,46.92,0.0,3
2,8,Clear,550.04,50.37,21.78,97.84,0.0,23
2,8,Rain,377.67,41.38,15.75,120.77,0.0,3
2,8,Snow,543.5,33.74,27.23,144.18,0.0,2
2,8,Storm,759.5,38.46,21.94,76.16,0.0,2
2,9,Clear,557.7,31.22,16.64,99.45,5.0,20
2,9,Rain,514.71,39.59,33.39,105.11,0.0,7
2,9,Snow,318.33,55.45,30.2,131.4,0.0,3
2,10,Clear,429.76,56.32,25.81,119.4,5.88,17
2,10,Rain,616.25,58.32,27.43,96.54,0.0,8
2,10,Snow,774.0,47.62,17.13,76.09,0.0,2
2,10,Storm,451.0,30.41,26.47,140.52,33.33,3
2,11,Clear,435.24,47.08,25.82,132.04,4.76,21
2,11,Rain,571.0,60.78,24.01,76.79,0.0,4
2,11,Snow,745.0,56.92,38.75,111.11,0.0,3
2,11,Storm,847.0,69.21,25.91,121.9,0.0,2
2,12,Clear,485.74,48.76,23.72,107.31,0.0,23
2,12,Rain,628.33,55.66,28.81,64.65,0.0,3
2,12,Snow,562.5,20.23,16.36,161.41,0.0,2
2,12,Storm,199.0,54.04,30.98,87.74,0.0,2
2,13,Clear,585.87,54.32,25.55,122.05,8.7,23
2,13,Rain,580.0,40.06,16.42,104.95,0.0,5
2,13,Snow,855.0,50.84,11.66,95.32,0.0,2
2,14,Clear,594.52,52.48,24.28,88.64,0.0,25
2,14,Rain,318.67,32.09,20.2,152.1,0.0,3
2,14,Snow,669.0,50.5,47.15,126.9,0.0,2
2,15,Clear,487.29,54.85,24.89,128.22,8.33,24
2,15,Rain,819.5,26.89,40.35,76.94,0.0,2
2,15,Snow,479.5,53.93,31.73,153.95,0.0,4
2,16,Clear,592.0,61.15,25.05,98.06,8.7,23
2,16,Rain,337.8,63.34,25.03,55.27,0.0,5
2,16,Snow,509.0,72.13,16.15,117.29,0.0,2
2,17,Clear,534.9,53.56,22.87,107.4,14.29,21
2,17,Rain,531.5,32.45,19.59,81.75,0.0,4
2,17,Snow,681.67,72.39,21.48,94.93,0.0,3
2,17,Storm,807.5,40.28,15.43,102.46,0.0,2
2,18,Clear,512.59,55.12,24.43,99.94,0.0,22
2,18,Rain,587.5,65.32,11.77,77.39,0.0,2
2,18,Snow,590.67,75.09,8.98,117.49,66.67,3
2,18,Storm,450.0,47.7,25.2,150.37,0.0,3
2,19,Clear,578.48,61.39,25.05,90.17,0.0,21
2,19,Rain,630.4,64.48,22.0,95.12,0.0,5
2,19,Snow,650.5,61.25,36.66,179.95,50.0,2
2,19,Storm,346.0,80.61,36.72,157.68,0.0,2
2,20,Clear,581.65,52.61,24.11,124.99,4.35,23
2,20,Rain,595.0,69.22,28.73,113.28,0.0,5
2,20,Snow,489.0,80.26,34.14,139.13,0.0,1
2,20,Storm,177.0,90.89,4.36,198.46,0.0,1
2,21,Clear,550.86,41.18,26.03,100.04,13.64,22
2,21,Rain,482.25,58.55,26.97,101.72,0.0,4
2,21,Snow,168.0,38.59,30.67,82.9,0.0,2
2,21,Storm,857.5,97.16,28.12,76.75,0.0,2
2,22,Clear,461.17,49.78,18.15,98.95,0.0,23
2,22,Rain,629.0,66.42,22.11,71.39,0.0,4
2,22,Snow,877.0,44.65,19.47,176.42,100.0,1
2,22,Storm,226.5,67.27,13.95,78.02,0.0,2
2,23,Clear,511.05,54.16,27.63,114.43,4.76,21
2,23,Rain,318.0,42.49,27.2,44.64,0.0,4
2,23,Snow,638.0,33.94,22.3,123.77,0.0,4
2,23,Storm,614.0,17.69,19.95,166.02,0.0,1
3,0,Clear,641.17,58.58,22.85,101.3,11.11,18
3,0,Rain,550.0,55.94,29.52,90.02,0.0,10
3,0,Snow,522.0,46.38,14.59,137.09,50.0,2
3,0,Storm,649.0,54.79,14.87,17.22,0.0,1
3,1,Clear,541.67,53.95,25.12,104.63,8.33,24
3,1,Rain,401.0,69.64,26.64,67.78,0.0,2
3,1,Snow,446.5,55.7,26.71,130.21,0.0,2
3,1,Storm,418.5,37.24,27.08,64.26,0.0,2
3,2,Clear,650.35,56.36,26.49,95.82,0.0,20
3,2,Rain,629.17,54.94,24.96,109.4,33.33,6
3,2,Storm,523.75,20.8,19.2,151.14,0.0,4
3,3,Clear,499.75,56.21,24.41,108.38,0.0,20
3,3,Rain,679.0,9.17,33.03,157.05,0.0,1
3,3,Snow,542.71,34.39,22.22,101.79,0.0,7
3,3,Storm,725.0,39.03,24.26,87.29,0.0,2
3,4,Clear,532.09,47.82,23.95,114.32,0.0,22
3,4,Rain,519.33,64.7,28.57,104.61,16.67,6
3,4,Snow,280.0,45.9,23.89,55.62,0.0,1
3,4,Storm,454.0,63.48,5.66,190.6,0.0,1
3,5,Clear,514.82,52.05,29.71,92.25,4.55,22
3,5,Rain,360.5,61.81,17.15,117.54,0.0,4
3,5,Snow,661.0,69.66,23.79,105.55,33.33,3
3,5,Storm,874.0,14.61,1.56,114.24,0.0,1
3,6,Clear,502.86,42.82,28.19,82.94,0.0,22
3,6,Rain,404.67,75.99,43.28,122.67,0.0,3
3,6,Snow,783.67,59.06,24.23,60.19,0.0,3
3,6,Storm,500.5,48.08,19.45,166.63,50.0,2
3,7,Clear,481.88,49.18,22.33,85.53,4.17,24
3,7,Rain,508.0,45.58,26.28,159.21,0.0,2
3,7,Snow,973.33,44.3,32.22,153.7,66.67,3
3,7,Storm,368.0,49.42,43.87,164.06,0.0,1
3,8,Clear,561.16,43.92,23.71,103.1,5.26,19
3,8,Rain,543.71,67.56,29.83,97.79,0.0,7
3,8,Snow,565.0,48.09,31.49,86.09,0.0,3
3,8,Storm,212.0,81.28,21.93,54.37,0.0,1
3,9,Clear,334.85,58.0,25.45,124.18,5.0,20
3,9,Rain,356.0,36.55,20.21,80.78,0.0,4
3,9,Snow,595.0,79.96,28.4,103.75,0.0,4
3,9,Storm,616.5,56.16,17.88,125.5,50.0,2
3,10,Clear,479.41,42.78,34.79,109.67,5.88,17
3,10,Rain,394.33,64.67,22.52,87.14,0.0,6
3,10,Snow,461.67,39.17,17.2,83.7,0.0,3
3,10,Storm,482.25,58.77,37.25,81.29,25.0,4
3,11,Clear,563.13,52.26,25.17,106.07,4.35,23
3,11,Rain,623.0,54.0,20.1,133.49,0.0,4
3,11,Snow,796.0,34.46,18.4,85.69,0.0,2
3,11,Storm,385.0,56.72,9.25,154.49,0.0,1
3,12,Clear,438.9,61.14,31.87,102.86,5.0,20
3,12,Rain,557.75,48.63,26.85,111.69,0.0,4
3,12,Snow,537.6,74.62,21.83,104.63,0.0,5
3,12,Storm,391.0,44.08,47.44,34.01,0.0,1
3,13,Clear,559.0,47.0,26.91,96.9,9.09,22
3,13,Rain,549.0,41.31,38.15,117.59,0.0,3
3,13,Snow,511.0,54.84,25.75,147.49,33.33,3
3,13,Storm,898.5,34.17,26.65,74.28,0.0,2
3,14,Clear,492.55,42.18,21.91,123.78,5.0,20
3,14,Rain,472.4,48.58,31.22,105.42,0.0,5
3,14,Snow,345.67,20.79,32.89,159.15,0.0,3
3,14,Storm,481.5,43.58,24.55,82.5,0.0,2
3,15,Clear,488.41,43.6,24.33,91.93,0.0,22
3,15,Rain,647.2,76.06,19.26,128.99,20.0,5
3,15,Snow,347.0,38.9,37.61,62.85,0.0,2
3,15,Storm,567.0,94.68,3.34,171.53,0.0,1
3,16,Clear,672.3,61.21,20.04,98.02,4.35,23
3,16,Rain,505.0,47.98,7.98,49.4,0.0,2
3,16,Snow,553.33,47.02,28.25,123.28,0.0,3
3,16,Storm,915.0,95.41,25.68,98.66,50.0,2
3,17,Clear,554.14,49.33,23.12,97.58,4.76,21
3,17,Rain,100.0,34.04,26.7,133.85,0.0,1
3,17,Snow,436.29,59.03,18.2,103.01,0.0,7
3,17,Storm,962.0,88.81,8.2,145.07,0.0,1
3,18,Clear,582.09,56.14,23.76,104.13,9.09,22
3,18,Rain,346.2,63.36,19.0,99.61,0.0,5
3,18,Snow,607.0,31.47,19.73,111.34,0.0,2
3,18,Storm,270.0,77.54,13.65,101.35,0.0,1
3,19,Clear,456.0,55.3,22.54,112.0,0.0,27
3,19,Rain,567.5,92.0,31.31,40.79,0.0,2
3,19,Snow,87.0,81.55,30.52,66.21,0.0,1
3,20,Clear,478.16,50.44,23.68,110.13,5.26,19
3,20,Rain,468.0,52.74,8.0,60.24,0.0,3
3,20,Snow,293.0,46.08,28.49,79.19,0.0,6
3,20,Storm,443.5,38.67,25.23,72.01,0.0,2
3,21,Clear,502.06,46.37,28.81,90.78,0.0,18
3,21,Rain,580.14,49.0,23.17,104.43,0.0,7
3,21,Snow,503.75,48.44,29.52,99.53,0.0,4
3,21,Storm,561.0,62.64,46.59,169.02,0.0,1
3,22,Clear,564.18,61.94,31.11,88.75,0.0,22
3,22,Rain,572.33,62.26,14.75,140.77,16.67,6
3,22,Storm,480.0,72.91,15.71,64.66,0.0,2
3,23,Clear,536.45,51.09,25.02,95.09,0.0,22
3,23,Rain,258.0,28.96,26.14,125.8,0.0,5
3,23,Snow,957.0,69.97,27.76,92.53,0.0,2
3,23,Storm,445.0,25.11,8.12,70.1,0.0,1
4,0,Clear,514.3,44.06,24.74,130.02,5.0,20
4,0,Rain,511.17,39.31,30.27,108.71,0.0,6
4,0,Snow,434.0,54.25,17.19,127.56,25.0,4
4,0,Storm,960.0,95.81,26.2,161.71,100.0,1
4,1,Clear,622.85,52.5,29.16,110.44,15.0,20
4,1,Rain,614.83,48.06,26.1,116.06,16.67,6
4,1,Snow,711.5,48.36,41.89,172.44,50.0,2
4,1,Storm,409.5,11.04,45.58,142.06,0.0,2
4,2,Clear,521.6,59.6,29.55,101.92,0.0,15
4,2,Rain,583.2,50.16,6.96,130.49,20.0,5
4,2,Snow,541.0,41.44,32.02,125.79,20.0,5
4,2,Storm,657.6,59.27,30.86,69.22,0.0,5
4,3,Clear,513.9,59.79,25.14,85.85,0.0,21
4,3,Rain,439.83,60.69,24.7,139.13,0.0,6
4,3,Snow,688.0,69.89,23.8,157.88,0.0,2
4,3,Storm,511.0,37.14,40.6,33.66,0.0,1
4,4,Clear,528.74,58.06,23.94,97.47,0.0,23
4,4,Rain,616.75,55.28,18.04,128.4,25.0,4
4,4,Snow,365.67,24.33,25.03,73.19,0.0,3
4,5,Clear,455.16,41.98,26.16,117.49,5.26,19
4,5,Rain,806.5,62.5,26.54,112.89,0.0,4
4,5,Snow,419.25,62.19,25.95,132.53,25.0,4
4,5,Storm,712.67,50.13,12.66,112.13,0.0,3
4,6,Clear,534.84,48.34,24.4,102.31,0.0,19
4,6,Rain,447.25,61.13,19.41,109.37,0.0,4
4,6,Snow,656.4,48.54,23.93,118.36,20.0,5
4,6,Storm,571.5,83.66,24.76,105.16,0.0,2
4,7,Clear,389.14,62.7,25.69,115.58,4.55,22
4,7,Rain,489.67,60.42,18.17,93.03,0.0,3
4,7,Snow,448.0,40.04,32.85,91.9,0.0,2
4,7,Storm,651.67,46.91,33.06,73.0,0.0,3
4,8,Clear,532.47,54.02,32.03,108.47,5.26,19
4,8,Rain,374.0,48.64,26.85,51.18,0.0,4
4,8,Snow,586.6,40.33,27.97,70.68,0.0,5
4,8,Storm,929.5,47.34,23.52,102.28,50.0,2
4,9,Clear,588.04,47.03,20.09,120.39,8.7,23
4,9,Rain,463.5,73.98,20.78,146.39,0.0,2
4,9,Snow,472.25,36.0,21.82,97.44,0.0,4
4,9,Storm,873.0,8.15,6.12,49.79,0.0,1
4,10,Clear,640.6,52.23,26.53,88.05,0.0,25
4,10,Rain,723.67,54.71,29.6,128.4,0.0,3
4,10,Snow,569.5,50.71,23.4,160.88,0.0,2
4,11,Clear,571.95,57.95,26.97,89.93,0.0,21
4,11,Rain,593.43,48.06,26.88,119.64,28.57,7
4,11,Snow,576.0,50.15,42.88,99.56,0.0,1
4,11,Storm,127.0,32.62,31.12,181.53,0.0,1
4,12,Clear,613.14,62.98,27.06,88.96,4.55,22
4,12,Rain,465.33,51.94,24.2,56.32,0.0,3
4,12,Snow,287.5,31.86,27.36,34.65,0.0,2
4,12,Storm,467.67,63.56,32.82,69.29,0.0,3
4,13,Clear,481.14,56.23,21.04,86.73,0.0,22
4,13,Rain,388.25,75.62,21.58,46.69,0.0,4
4,13,Snow,551.5,50.26,23.35,120.44,0.0,4
4,14,Clear,331.22,41.5,27.49,123.45,5.56,18
4,14,Rain,675.14,42.29,32.66,125.79,28.57,7
4,14,Snow,564.67,72.35,31.26,142.07,0.0,3
4,14,Storm,421.0,45.92,33.68,128.49,0.0,2
4,15,Clear,530.38,39.96,26.64,95.18,4.76,21
4,15,Rain,679.86,54.54,24.21,113.89,42.86,7
4,15,Snow,935.0,17.77,40.89,125.16,0.0,1
4,15,Storm,496.0,73.48,12.82,41.95,0.0,1
4,16,Clear,489.27,51.6,27.5,108.49,13.64,22
4,16,Rain,563.43,35.03,15.67,112.73,28.57,7
4,16,Snow,868.0,62.35,44.88,174.58,100.0,1
4,17,Clear,407.61,47.13,27.07,80.91,0.0,18
4,17,Rain,557.29,53.34,22.63,155.59,14.29,7
4,17,Snow,462.25,34.22,30.1,103.8,0.0,4
4,17,Storm,164.0,93.4,21.99,72.96,0.0,1
4,18,Clear,708.9,65.35,24.23,105.56,20.0,20
4,18,Rain,334.75,55.07,38.53,182.28,0.0,4
4,18,Snow,640.0,60.73,18.9,109.15,0.0,4
4,18,Storm,712.5,47.42,35.97,154.32,50.0,2
4,19,Clear,523.23,51.36,25.3,102.46,4.55,22
4,19,Rain,442.0,83.87,25.78,68.81,0.0,2
4,19,Snow,605.0,60.12,31.98,135.71,0.0,3
4,19,Storm,602.0,45.59,32.35,112.25,0.0,3
4,20,Clear,466.35,51.83,26.63,113.21,0.0,23
4,20,Snow,504.5,46.22,12.36,111.26,0.0,4
4,20,Storm,517.67,66.09,23.9,129.4,0.0,3
4,21,Clear,554.75,59.4,24.32,101.65,10.0,20
4,21,Rain,454.0,59.52,35.72,90.46,0.0,6
4,21,Snow,634.33,29.24,24.91,142.28,0.0,3
4,21,Storm,444.0,44.6,28.45,91.57,0.0,1
4,22,Clear,536.1,57.32,21.87,91.21,4.76,21
4,22,Rain,546.0,53.5,15.34,107.52,25.0,4
4,22,Snow,553.2,43.38,20.04,96.79,0.0,5
4,23,Clear,566.94,45.8,27.78,94.3,5.56,18
4,23,Rain,425.0,45.52,6.41,47.56,0.0,2
4,23,Snow,605.25,47.73,19.08,123.59,25.0,4
4,23,Storm,764.0,54.12,24.83,106.36,0.0,6
5,0,Clear,569.04,52.62,24.78,87.71,4.35,23
5,0,Rain,428.6,74.74,25.65,117.16,0.0,5
5,0,Snow,241.0,37.6,34.27,128.35,0.0,3
5,1,Clear,486.5,49.44,23.98,116.27,9.09,22
5,1,Rain,516.25,62.92,36.65,111.11,0.0,4
5,1,Snow,776.0,45.98,25.26,68.67,0.0,3
5,1,Storm,109.0,25.87,18.21,13.91,0.0,1
5,2,Clear,566.84,52.14,26.89,131.19,10.53,19
5,2,Rain,488.67,52.66,28.13,84.92,0.0,6
5,2,Snow,321.0,83.83,25.64,145.97,0.0,3
5,2,Storm,779.0,47.1,5.72,120.9,0.0,2
5,3,Clear,485.32,46.81,23.91,105.24,4.0,25
5,3,Rain,386.0,9.47,21.11,140.01,0.0,2
5,3,Snow,364.5,58.22,21.38,63.19,0.0,2
5,3,Storm,834.0,43.67,32.88,77.67,0.0,1
5,4,Clear,421.9,51.5,26.42,111.8,0.0,21
5,4,Rain,592.0,64.25,32.28,121.46,0.0,4
5,4,Snow,523.4,38.6,26.58,115.27,20.0,5
5,5,Clear,451.43,46.81,21.75,95.44,0.0,21
5,5,Rain,706.6,41.47,35.62,129.9,20.0,5
5,5,Snow,679.25,43.61,26.68,115.07,0.0,4
5,6,Clear,523.13,43.33,26.55,119.6,13.04,23
5,6,Rain,506.5,49.33,36.46,67.77,0.0,2
5,6,Snow,601.0,64.78,28.68,107.18,0.0,5
5,7,Clear,615.53,60.06,24.18,98.15,11.76,17
5,7,Rain,363.0,30.48,24.87,120.08,0.0,7
5,7,Snow,463.2,38.18,25.1,96.8,0.0,5
5,7,Storm,985.0,70.99,36.24,116.91,0.0,1
5,8,Clear,449.22,62.14,21.67,91.7,0.0,23
5,8,Rain,494.83,43.27,20.57,94.17,0.0,6
5,8,Snow,992.0,18.25,14.78,48.77,0.0,1
5,9,Clear,633.05,44.9,27.76,97.01,13.64,22
5,9,Rain,572.0,29.54,26.64,96.67,0.0,4
5,9,Snow,551.67,48.16,23.43,93.87,0.0,3
5,9,Storm,508.0,41.51,3.71,163.88,0.0,1
5,10,Clear,471.67,52.03,27.47,113.98,0.0,24
5,10,Rain,634.5,35.8,15.99,75.42,0.0,2
5,10,Snow,708.67,60.99,36.64,104.24,0.0,3
5,10,Storm,339.0,93.59,12.61,141.79,0.0,1
5,11,Clear,493.65,53.32,29.55,125.96,5.88,17
5,11,Rain,420.2,30.04,26.74,46.46,0.0,5
5,11,Snow,704.67,60.43,31.86,109.8,16.67,6
5,11,Storm,630.5,38.84,15.71,97.18,0.0,2
5,12,Clear,602.35,49.15,24.02,105.39,8.7,23
5,12,Rain,622.0,76.89,19.72,98.96,0.0,2
5,12,Snow,541.5,55.63,40.03,95.5,0.0,2
5,12,Storm,655.0,37.19,33.21,114.71,33.33,3
5,13,Clear,462.24,58.49,21.68,104.88,4.76,21
5,13,Rain,415.67,68.36,25.57,155.56,0.0,3
5,13,Snow,580.33,44.32,23.89,87.15,0.0,3
5,13,Storm,758.33,56.05,20.48,68.4,0.0,3
5,14,Clear,495.13,56.68,24.62,112.98,4.35,23
5,14,Rain,555.67,61.25,28.39,96.32,0.0,6
5,14,Storm,203.0,87.0,22.98,79.08,0.0,1
5,15,Clear,593.25,52.06,30.88,85.18,4.17,24
5,15,Rain,665.0,29.19,15.64,86.18,0.0,3
5,15,Snow,264.33,60.3,26.54,62.04,0.0,3
5,16,Clear,598.43,60.98,21.96,101.84,4.76,21
5,16,Rain,480.5,10.02,37.46,25.01,0.0,2
5,16,Snow,720.25,44.27,30.68,91.4,25.0,4
5,16,Storm,499.67,58.86,14.38,78.3,0.0,3
5,17,Clear,508.48,55.95,25.41,111.52,4.0,25
5,17,Rain,259.33,37.01,13.81,116.74,0.0,3
5,17,Snow,580.0,21.66,26.15,90.83,0.0,1
5,17,Storm,918.0,60.58,11.53,178.93,100.0,1
5,18,Clear,530.41,60.67,20.25,121.98,18.18,22
5,18,Rain,663.25,55.07,23.33,114.77,0.0,4
5,18,Snow,458.33,74.03,32.53,139.52,0.0,3
5,18,Storm,683.0,96.37,48.98,160.67,0.0,1
5,19,Clear,605.25,57.08,26.06,99.61,5.0,20
5,19,Rain,263.83,47.8,27.18,119.65,0.0,6
5,19,Snow,585.0,49.28,32.71,82.95,0.0,3
5,19,Storm,102.0,99.43,27.63,99.99,0.0,1
5,20,Clear,540.19,47.94,26.59,94.76,4.76,21
5,20,Rain,664.33,55.44,37.33,126.41,0.0,3
5,20,Snow,345.67,19.62,25.66,112.66,0.0,3
5,20,Storm,829.33,54.85,12.15,105.33,33.33,3
5,21,Clear,545.87,54.91,25.96,113.89,0.0,23
5,21,Rain,682.67,83.03,35.19,132.52,0.0,3
5,21,Snow,458.25,70.2,23.15,86.25,0.0,4
5,22,Clear,547.5,45.53,20.48,91.41,4.55,22
5,22,Rain,599.67,61.92,10.59,98.65,0.0,3
5,22,Snow,610.67,52.49,39.55,126.37,33.33,3
5,22,Storm,458.0,60.6,31.24,108.39,0.0,2
5,23,Clear,537.63,53.71,18.28,124.79,6.25,16
5,23,Rain,480.14,68.04,29.4,127.71,0.0,7
5,23,Snow,521.0,12.9,14.98,108.87,0.0,1
5,23,Storm,559.83,32.63,33.85,105.54,0.0,6
